Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	unique_id
prerank	Acylglycerides metabolism	0.5463460467940557	1.3891699124635783	0.05146316851664985	0.8145261908913259	0.836	8/18	21.13%	MAM01570;MAM01569;MAM02956;MAM01802;MAM01285;MAM01371;MAM00234;MAM01690	Acyl-CoA hydrolysis
prerank	Fatty acid elongation (even-chain)	0.5742547694452519	1.2540035199119237	0.16902944383860413	1.0	0.988	5/8	26.47%	MAM01773;MAM00866;MAM02444;MAM01596;MAM02554	Acyl-CoA hydrolysis
prerank	Nicotinate and nicotinamide metabolism	0.467877377417053	1.2493316349449886	0.11623246492985972	1.0	0.991	12/28	28.67%	MAM02822;MAM02806;MAM00536;MAM01285;MAM01371;MAM02578;MAM01975;MAM02585;MAM02583;MAM01596;MAM02554;MAM01306	Acyl-CoA hydrolysis
prerank	Oxidative phosphorylation	0.5153329019298186	1.2452187969760293	0.16324435318275154	1.0	0.991	6/13	23.47%	MAM01802;MAM01285;MAM01371;MAM03103;MAM03102;MAM02631	Acyl-CoA hydrolysis
prerank	Chondroitin / heparan sulfate biosynthesis	0.5114201118243251	1.2261855074016716	0.19106957424714435	1.0	0.993	6/12	26.20%	MAM01543;MAM01517;MAM02054;MAM01252;MAM01525;MAM01554	Acyl-CoA hydrolysis
prerank	Beta oxidation of even-chain fatty acids (peroxisomal)	0.533839469701072	1.2246528713230083	0.18238993710691823	1.0	0.994	2/10	4.87%	MAM01773;MAM00866	Acyl-CoA hydrolysis
prerank	Arginine and proline metabolism	0.420518962518524	1.2133795737586344	0.09	1.0	0.998	32/65	35.33%	MAM02870;MAM02770;MAM02471;MAM01802;MAM02980;MAM01365;MAM02943;MAM01285;MAM02926;MAM01371;MAM01986;MAM01252;MAM02578;MAM02036;MAM02497;MAM01975;MAM01621;MAM03103;MAM03102;MAM02921;MAM02812;MAM01596;MAM02554;MAM02880;MAM01306;MAM03121;MAM02633;MAM02923;MAM01045;MAM02046;MAM02546;MAM01116	Acyl-CoA hydrolysis
prerank	Folate metabolism	0.44377753107581874	1.2109345385424715	0.14	1.0	0.998	12/33	26.47%	MAM01115;MAM10011;MAM02980;MAM01100;MAM01830;MAM01285;MAM01371;MAM01986;MAM02578;MAM02104;MAM01596;MAM02554	Acyl-CoA hydrolysis
prerank	Xenobiotics metabolism	0.4189757479977344	1.1980349842838018	0.103	1.0	1.0	22/58	37.13%	MAM01019;MAM03737;MAM01647;MAM00998;MAM01344;MAM01768;MAM01020;MAM01765;MAM02150;MAM01163;MAM02673;MAM02587;MAM00371;MAM01021;MAM00403;MAM02554;MAM02712;MAM00002;MAM01326;MAM03109;MAM02494;MAM01442	Acyl-CoA hydrolysis
prerank	C5-branched dibasic acid metabolism	0.5195346582393842	1.183969455889854	0.22376873661670235	1.0	1.0	4/9	24.07%	MAM02191;MAM01285;MAM01371;MAM02034	Acyl-CoA hydrolysis
prerank	Lipoic acid metabolism	-0.5461229946524064	-1.1821163306646094	0.2205128205128205	0.3055993363749482	0.4513157894736842	4/4	45.60%	MAM02394;MAM02552;MAM02553;MAM02039	Acyl-CoA hydrolysis
prerank	Purine metabolism	0.3903813344413008	1.131808748938957	0.193	1.0	1.0	27/64	32.20%	MAM01962;MAM02806;MAM01313;MAM02016;MAM02980;MAM01671;MAM02170;MAM01280;MAM01285;MAM01371;MAM03120;MAM02453;MAM01986;MAM03114;MAM03123;MAM02578;MAM01975;MAM02193;MAM02696;MAM02034;MAM01596;MAM01666;MAM02554;MAM03121;MAM01669;MAM02159;MAM01304	Acyl-CoA hydrolysis
prerank	Keratan sulfate biosynthesis	0.5030432661863913	1.1317660312583466	0.2887700534759358	1.0	1.0	6/9	39.93%	MAM01590;MAM02278;MAM01592;MAM02288;MAM02303;MAM01609	Acyl-CoA hydrolysis
prerank	Glucocorticoid biosynthesis	0.4545569268586874	1.1272774010545077	0.31390593047034765	1.0	1.0	6/14	29.00%	MAM02769;MAM01615;MAM00971;MAM01252;MAM02554;MAM01616	Acyl-CoA hydrolysis
prerank	CoA catabolism	-0.5187165775401069	-1.1168455463303146	0.3015075376884422	0.36084612194110327	0.5565789473684211	4/4	48.33%	MAM01597;MAM02751;MAM01674;MAM02040	Acyl-CoA hydrolysis
prerank	Biotin metabolism	0.4663592858502318	1.1150511624319819	0.3170984455958549	1.0	1.0	4/12	14.80%	MAM02426;MAM02444;MAM01285;MAM01371	Acyl-CoA hydrolysis
prerank	Alanine, aspartate and glutamate metabolism	0.400346258535652	1.112201427256153	0.269	1.0	1.0	19/43	31.20%	MAM01638;MAM02531;MAM01369;MAM01641;MAM01365;MAM03101;MAM02943;MAM01285;MAM01371;MAM01252;MAM02578;MAM01975;MAM01596;MAM02554;MAM03277;MAM01306;MAM02633;MAM00671;MAM00169	Acyl-CoA hydrolysis
prerank	Arachidonic acid metabolism	0.4067346743189015	1.1054712778298	0.305	1.0	1.0	8/33	14.80%	MAM00380;MAM02364;MAM00365;MAM01802;MAM00309;MAM01054;MAM01362;MAM01371	Acyl-CoA hydrolysis
prerank	Glycosphingolipid biosynthesis-ganglio series	0.4152050026827081	1.096687285760791	0.31055276381909547	1.0	1.0	18/24	54.73%	MAM02008;MAM01945;MAM01590;MAM02015;MAM02011;MAM01910;MAM01904;MAM01592;MAM02024;MAM01943;MAM02010;MAM02028;MAM01941;MAM02525;MAM02030;MAM02040;MAM02039;MAM01947	Acyl-CoA hydrolysis
prerank	Biopterin metabolism	0.4405024046923615	1.096255958312801	0.3367451381780962	1.0	1.0	8/16	34.13%	MAM01115;MAM02823;MAM03089;MAM01155;MAM02034;MAM02554;MAM01045;MAM01704	Acyl-CoA hydrolysis
prerank	Fatty acid biosynthesis (even-chain)	0.48754597388901433	1.094657221594031	0.34582441113490364	1.0	1.0	6/9	34.47%	MAM02444;MAM01285;MAM01371;MAM01596;MAM02554;MAM02046	Acyl-CoA hydrolysis
prerank	Glycine, serine and threonine metabolism	0.38008635171615796	1.0922848031436583	0.283	1.0	1.0	25/62	31.07%	MAM02471;MAM01802;MAM02980;MAM01365;MAM01393;MAM03397;MAM01074;MAM01285;MAM01371;MAM01986;MAM01252;MAM02133;MAM02578;MAM02036;MAM02993;MAM01982;MAM02190;MAM00825;MAM03398;MAM01596;MAM02554;MAM02880;MAM01306;MAM00671;MAM01045	Acyl-CoA hydrolysis
prerank	O-glycan metabolism	0.4305739380583608	1.0825943035129548	0.345565749235474	1.0	1.0	12/17	54.53%	MAM01610;MAM01801;MAM01590;MAM01592;MAM01612;MAM01954;MAM01609;MAM01872;MAM01712;MAM01955;MAM02040;MAM02039	Acyl-CoA hydrolysis
prerank	Lysine metabolism	0.3927268732828487	1.0815147954264313	0.316	1.0	1.0	13/33	28.73%	MAM01922;MAM02426;MAM01802;MAM02943;MAM01986;MAM01252;MAM03257;MAM02578;MAM00670;MAM01596;MAM02554;MAM01306;MAM03615	Acyl-CoA hydrolysis
prerank	Eicosanoid metabolism	0.3881168550900089	1.0682939545124706	0.359	1.0	1.0	12/37	26.47%	MAM00380;MAM01892;MAM02370;MAM02786;MAM01362;MAM01371;MAM01986;MAM00376;MAM02785;MAM02631;MAM02995;MAM02554	Acyl-CoA hydrolysis
prerank	Riboflavin metabolism	0.4420846334105861	1.0640454289338634	0.3961105424769703	1.0	1.0	4/13	14.80%	MAM01802;MAM02842;MAM01285;MAM01371	Acyl-CoA hydrolysis
prerank	Chondroitin sulfate degradation	0.4353412755832051	1.0553900859183134	0.4055727554179567	1.0	1.0	6/13	26.40%	MAM01543;MAM01517;MAM01910;MAM01525;MAM01554;MAM01758	Acyl-CoA hydrolysis
prerank	Pyruvate metabolism	0.38726719914827845	1.0514087620149002	0.40180360721442887	1.0	1.0	15/29	38.60%	MAM01716;MAM01285;MAM01371;MAM01252;MAM02696;MAM01690;MAM02034;MAM01596;MAM02554;MAM02771;MAM02633;MAM02046;MAM01256;MAM01249;MAM02439	Acyl-CoA hydrolysis
prerank	Metabolism of other amino acids	0.39202098125993073	1.0392696282559495	0.42084168336673344	1.0	1.0	10/26	30.60%	MAM01638;MAM01640;MAM01101;MAM01285;MAM01371;MAM02578;MAM01073;MAM01740;MAM02554;MAM00671	Acyl-CoA hydrolysis
prerank	Glutathione metabolism	0.4081974259657021	1.036108361069936	0.45685279187817257	1.0	1.0	5/19	15.47%	MAM00097;MAM01628;MAM01285;MAM01371;MAM01986	Acyl-CoA hydrolysis
prerank	Glycerophospholipid metabolism	0.3614478020776781	1.0287920699696416	0.42742742742742745	1.0	1.0	20/50	31.67%	MAM01260;MAM03619;MAM01802;MAM01590;MAM01285;MAM01371;MAM01252;MAM02578;MAM00626;MAM01797;MAM03103;MAM03102;MAM01690;MAM10006;MAM01596;MAM02554;MAM02750;MAM02738;MAM02808;MAM00516	Acyl-CoA hydrolysis
prerank	Peptide metabolism	0.3292175316030567	1.0257042111256633	0.38	1.0	1.0	90/269	30.20%	MAM03673;MAM03663;MAM02426;MAM03438;MAM03671;MAM02770;MAM04031;MAM03454;MAM03994;MAM03468;MAM03717;MAM02360;MAM03616;MAM03444;MAM01369;MAM02471;MAM03461;MAM04014;MAM03412;MAM04047;MAM02125;MAM03529;MAM01365;MAM03880;MAM03879;MAM04032;MAM03601;MAM04017;MAM03101;MAM03983;MAM03610;MAM04029;MAM03874;MAM03898;MAM04063;MAM04071;MAM01628;MAM03416;MAM03699;MAM03662;MAM03469;MAM03625;MAM04013;MAM03535;MAM03890;MAM03873;MAM01986;MAM03089;MAM03697;MAM04015;MAM03600;MAM03459;MAM01975;MAM04009;MAM03455;MAM02993;MAM03617;MAM03742;MAM03445;MAM04011;MAM03720;MAM04055;MAM04067;MAM03599;MAM03677;MAM03746;MAM04024;MAM03611;MAM03926;MAM03532;MAM04030;MAM03888;MAM03864;MAM03472;MAM02184;MAM03448;MAM03531;MAM03867;MAM03463;MAM03929;MAM03719;MAM03415;MAM03878;MAM03607;MAM03460;MAM03716;MAM03668;MAM03621;MAM04010;MAM03694	Acyl-CoA hydrolysis
prerank	Porphyrin metabolism	0.38587984603701786	1.0214580654856094	0.44477911646586343	1.0	1.0	19/24	54.53%	MAM01603;MAM01399;MAM01396;MAM03125;MAM01074;MAM02578;MAM01596;MAM02554;MAM01822;MAM02756;MAM02049;MAM01821;MAM01605;MAM03127;MAM01368;MAM01655;MAM02040;MAM01604;MAM02039	Acyl-CoA hydrolysis
prerank	Glycosphingolipid metabolism	0.3925965080928131	1.0189156207051333	0.464321608040201	1.0	1.0	7/22	27.67%	MAM02008;MAM01430;MAM02015;MAM02011;MAM01910;MAM01659;MAM02738	Acyl-CoA hydrolysis
prerank	Nucleotide metabolism	0.35561350534508107	1.0162917415053432	0.46	1.0	1.0	19/54	26.47%	MAM02016;MAM02980;MAM01714;MAM01671;MAM01590;MAM01280;MAM01668;MAM01285;MAM01371;MAM03114;MAM03123;MAM02578;MAM01287;MAM02193;MAM01747;MAM02034;MAM01666;MAM03154;MAM02554	Acyl-CoA hydrolysis
prerank	Butanoate metabolism	0.422791680856285	1.0144564882246703	0.4685890834191555	1.0	1.0	3/13	14.80%	MAM00648;MAM01802;MAM01371	Acyl-CoA hydrolysis
prerank	Pyrimidine metabolism	0.35300231702976154	1.0115328373888306	0.466	1.0	1.0	31/59	42.00%	MAM01705;MAM02806;MAM00922;MAM01590;MAM02997;MAM01668;MAM01285;MAM01371;MAM03114;MAM03123;MAM02578;MAM01975;MAM03103;MAM02193;MAM02696;MAM03102;MAM02659;MAM01747;MAM02034;MAM01596;MAM02554;MAM01045;MAM01644;MAM02579;MAM02046;MAM01672;MAM01052;MAM03108;MAM01967;MAM01307;MAM02660	Acyl-CoA hydrolysis
prerank	Glycerolipid metabolism	0.38259180547466054	1.0084712257940633	0.4839357429718876	1.0	1.0	8/24	26.47%	MAM01773;MAM01285;MAM01371;MAM02578;MAM01982;MAM01690;MAM10006;MAM02554	Acyl-CoA hydrolysis
prerank	Propanoate metabolism	0.3863933615319541	1.0072645187216265	0.49246231155778897	1.0	1.0	9/22	30.60%	MAM02772;MAM02444;MAM01802;MAM01285;MAM01371;MAM01596;MAM02554;MAM02633;MAM00671	Acyl-CoA hydrolysis
prerank	Keratan sulfate degradation	0.4184421112483533	1.006380905370278	0.48307692307692307	1.0	1.0	8/13	41.27%	MAM01801;MAM02278;MAM01910;MAM01159;MAM02237;MAM02288;MAM02303;MAM02527	Acyl-CoA hydrolysis
prerank	Amino sugar and nucleotide sugar metabolism	0.36569469296563856	1.0026647675274731	0.466	1.0	1.0	15/33	36.53%	MAM01962;MAM01285;MAM01371;MAM01252;MAM02578;MAM01975;MAM02193;MAM02696;MAM01438;MAM01592;MAM01596;MAM02554;MAM00771;MAM02524;MAM03109	Acyl-CoA hydrolysis
prerank	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	0.36334976556725646	1.0009537563146627	0.4939879759519038	1.0	1.0	14/35	30.27%	MAM01802;MAM02943;MAM01285;MAM01371;MAM01252;MAM03103;MAM01982;MAM03102;MAM01690;MAM02034;MAM01596;MAM02554;MAM01306;MAM02633	Acyl-CoA hydrolysis
prerank	Protein modification	0.4839357429718874	0.9989716064952281	0.4845360824742268	1.0	1.0	6/6	51.80%	MAM01369;MAM01365;MAM02579;MAM01588;MAM01288;MAM02040	Acyl-CoA hydrolysis
prerank	Linoleate metabolism	0.39407648800575	0.9940747710735852	0.5020283975659229	1.0	1.0	12/17	54.53%	MAM00305;MAM02387;MAM02614;MAM02554;MAM00314;MAM03109;MAM00337;MAM01368;MAM01216;MAM01372;MAM02040;MAM02039	Acyl-CoA hydrolysis
prerank	Phenylalanine, tyrosine and tryptophan biosynthesis	0.3378370421977655	0.9926734110545672	0.513	1.0	1.0	31/90	28.67%	MAM02174;MAM00981;MAM02998;MAM00727;MAM01802;MAM00788;MAM02752;MAM03101;MAM00830;MAM01628;MAM02354;MAM03052;MAM01371;MAM01986;MAM03089;MAM01342;MAM02578;MAM01975;MAM00670;MAM01290;MAM00734;MAM03103;MAM03102;MAM00990;MAM03151;MAM03136;MAM00995;MAM01596;MAM02554;MAM03088;MAM01306	Acyl-CoA hydrolysis
prerank	Beta oxidation of phytanic acid (peroxisomal)	0.4086531239423777	0.9923833277422707	0.48668032786885246	1.0	1.0	6/15	28.67%	MAM02746;MAM02943;MAM01371;MAM02766;MAM01596;MAM01306	Acyl-CoA hydrolysis
prerank	Omega-6 fatty acid metabolism	0.42624564636595164	0.9903476933349621	0.4890282131661442	1.0	1.0	4/11	26.47%	MAM02444;MAM01802;MAM01596;MAM02554	Acyl-CoA hydrolysis
prerank	Tyrosine metabolism	0.3488036880747862	0.9896527850594844	0.521	1.0	1.0	15/53	19.67%	MAM02174;MAM00807;MAM03101;MAM00830;MAM02620;MAM00576;MAM01628;MAM02354;MAM03100;MAM03052;MAM01986;MAM02578;MAM00734;MAM03957;MAM03407	Acyl-CoA hydrolysis
prerank	Retinol metabolism	0.38150998349563425	0.986887832295199	0.5035317860746721	1.0	1.0	10/21	39.60%	MAM02838;MAM01802;MAM02832;MAM01231;MAM01006;MAM02554;MAM01385;MAM03109;MAM02836;MAM02833	Acyl-CoA hydrolysis
prerank	Fructose and mannose metabolism	0.384962470567496	0.9814342800964365	0.5096056622851365	1.0	1.0	6/17	26.47%	MAM01285;MAM01371;MAM02453;MAM01159;MAM02034;MAM02554	Acyl-CoA hydrolysis
prerank	Steroid metabolism	0.3358117361716454	0.9736538695801629	0.556	1.0	1.0	28/64	37.60%	MAM02769;MAM01615;MAM01338;MAM02998;MAM00580;MAM01309;MAM01787;MAM00971;MAM00807;MAM01396;MAM01614;MAM03052;MAM01788;MAM01659;MAM02182;MAM02554;MAM02967;MAM01616;MAM01397;MAM01786;MAM01512;MAM01339;MAM01072;MAM01158;MAM01314;MAM00295;MAM03109;MAM01249	Acyl-CoA hydrolysis
prerank	Fatty acid activation (endoplasmic reticular)	0.3387767048114447	0.971321253955296	0.564	1.0	1.0	33/60	47.00%	MAM01773;MAM02457;MAM02053;MAM02613;MAM00003;MAM02675;MAM00135;MAM00104;MAM01362;MAM01371;MAM01291;MAM02387;MAM01696;MAM00008;MAM01432;MAM00019;MAM01689;MAM02938;MAM00128;MAM02646;MAM01771;MAM01932;MAM00010;MAM02494;MAM01585;MAM00017;MAM00114;MAM01784;MAM02456;MAM01741;MAM02385;MAM03153;MAM03045	Acyl-CoA hydrolysis
prerank	Omega-3 fatty acid metabolism	0.3759244695220813	0.9640921049125516	0.5587044534412956	1.0	1.0	7/19	26.47%	MAM01039;MAM02444;MAM00376;MAM00028;MAM00373;MAM01596;MAM02554	Acyl-CoA hydrolysis
prerank	Pentose and glucuronate interconversions	0.37104868910771366	0.9600751588873506	0.5649546827794562	1.0	1.0	8/20	27.80%	MAM01285;MAM01371;MAM03114;MAM02337;MAM01596;MAM01758;MAM02554;MAM03155	Acyl-CoA hydrolysis
prerank	Fatty acid biosynthesis	0.3732809915929231	0.9504317470631296	0.5623100303951368	1.0	1.0	3/18	4.93%	MAM01773;MAM00866;MAM02444	Acyl-CoA hydrolysis
prerank	Heme synthesis	-0.3607764390896921	-0.9415730661507813	0.4628099173553719	0.622622503999526	0.8	6/6	64.13%	MAM02630;MAM02803;MAM02039;MAM02040;MAM01821;MAM02049	Acyl-CoA hydrolysis
prerank	Fatty acid elongation (odd-chain)	0.45843316462884875	0.9403054691621349	0.5501730103806228	1.0	1.0	3/6	26.47%	MAM02444;MAM01596;MAM02554	Acyl-CoA hydrolysis
prerank	Fatty acid biosynthesis (unsaturated)	0.45843316462884875	0.9403054691621349	0.5501730103806228	1.0	1.0	3/6	26.47%	MAM02444;MAM01596;MAM02554	Acyl-CoA hydrolysis
prerank	Cysteine and methionine metabolism	0.3340431253761835	0.9381752541454103	0.638	1.0	1.0	19/51	34.33%	MAM01115;MAM02471;MAM02980;MAM02534;MAM01628;MAM01280;MAM03394;MAM01371;MAM01252;MAM02133;MAM02578;MAM02986;MAM00816;MAM01596;MAM02554;MAM01306;MAM00671;MAM02579;MAM01629	Acyl-CoA hydrolysis
prerank	Beta-alanine metabolism	0.35753574157038676	0.9367974540484825	0.6068204613841525	1.0	1.0	10/25	34.07%	MAM02125;MAM01383;MAM02926;MAM01371;MAM02578;MAM01596;MAM02554;MAM01306;MAM02923;MAM02579	Acyl-CoA hydrolysis
prerank	Bile acid biosynthesis	0.312915567209897	0.9286507436859287	0.714	1.0	1.0	28/97	26.73%	MAM01448;MAM00610;MAM02965;MAM02772;MAM03962;MAM01802;MAM02155;MAM03708;MAM03963;MAM02402;MAM03587;MAM00619;MAM01628;MAM03643;MAM01285;MAM01093;MAM01371;MAM01986;MAM03536;MAM10023;MAM03644;MAM03206;MAM10034;MAM02962;MAM01596;MAM02554;MAM10031;MAM10025	Acyl-CoA hydrolysis
prerank	Cholesterol metabolism	0.3355075126012721	0.928244462622572	0.666	1.0	1.0	17/36	43.13%	MAM01802;MAM01285;MAM01362;MAM01371;MAM02387;MAM02343;MAM00167;MAM04078;MAM01596;MAM02554;MAM01689;MAM04080;MAM01932;MAM01585;MAM01784;MAM02336;MAM02805	Acyl-CoA hydrolysis
prerank	Beta oxidation of branched-chain fatty acids (mitochondrial)	0.4488591274607126	0.9205292776427701	0.5891032917139614	1.0	1.0	1/6	6.80%	MAM01802	Acyl-CoA hydrolysis
prerank	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	0.4488591274607126	0.9205292776427701	0.5891032917139614	1.0	1.0	1/6	6.80%	MAM01802	Acyl-CoA hydrolysis
prerank	Beta oxidation of odd-chain fatty acids (mitochondrial)	0.4488591274607126	0.9205292776427701	0.5891032917139614	1.0	1.0	1/6	6.80%	MAM01802	Acyl-CoA hydrolysis
prerank	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	0.4488591274607126	0.9205292776427701	0.5891032917139614	1.0	1.0	1/6	6.80%	MAM01802	Acyl-CoA hydrolysis
prerank	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	0.4488591274607126	0.9205292776427701	0.5891032917139614	1.0	1.0	1/6	6.80%	MAM01802	Acyl-CoA hydrolysis
prerank	Carnitine shuttle (peroxisomal)	0.45438715396934665	0.9129844985277739	0.5951276102088167	1.0	1.0	1/6	4.93%	MAM02444	Acyl-CoA hydrolysis
prerank	Acyl-CoA hydrolysis	0.3151591348896692	0.9117117940373775	0.718	1.0	1.0	35/66	47.00%	MAM02772;MAM01773;MAM02457;MAM02053;MAM02613;MAM00003;MAM02675;MAM00135;MAM00104;MAM01362;MAM01291;MAM01252;MAM02387;MAM01696;MAM00008;MAM01432;MAM00019;MAM01689;MAM02938;MAM00128;MAM00115;MAM02646;MAM01771;MAM01932;MAM00010;MAM02494;MAM01585;MAM00017;MAM00114;MAM01784;MAM02456;MAM01741;MAM02385;MAM03153;MAM03045	Acyl-CoA hydrolysis
prerank	Fatty acid activation (cytosolic)	0.31215644007447774	0.9108687634827397	0.731	1.0	1.0	38/73	47.00%	MAM01773;MAM02457;MAM02053;MAM02613;MAM00003;MAM02675;MAM00135;MAM00104;MAM01362;MAM01371;MAM01291;MAM02387;MAM01696;MAM00008;MAM02614;MAM01432;MAM00019;MAM01689;MAM02938;MAM00128;MAM01648;MAM00115;MAM02646;MAM01771;MAM01932;MAM00010;MAM02494;MAM01585;MAM00017;MAM00114;MAM01784;MAM02108;MAM02642;MAM02456;MAM01741;MAM02385;MAM03153;MAM03045	Acyl-CoA hydrolysis
prerank	Tryptophan metabolism	0.35405785263581446	0.9051993516784832	0.6458123107971746	1.0	1.0	9/21	33.60%	MAM02822;MAM00788;MAM02578;MAM00990;MAM02631;MAM01596;MAM02554;MAM01306;MAM02169	Acyl-CoA hydrolysis
prerank	Hippurate metabolism	0.4047818211222787	0.8926447160578457	0.6213275299238302	1.0	1.0	3/8	21.00%	MAM01371;MAM01986;MAM01380	Acyl-CoA hydrolysis
prerank	Pentose phosphate pathway	0.34107302827295255	0.8898162730258471	0.7031093279839519	1.0	1.0	14/22	54.67%	MAM02806;MAM01285;MAM01371;MAM01986;MAM01596;MAM02554;MAM02843;MAM01672;MAM01249;MAM02724;MAM02040;MAM03130;MAM02039;MAM01334	Acyl-CoA hydrolysis
prerank	Heme degradation	0.3670339977028383	0.8885150061822933	0.6529774127310062	1.0	1.0	10/13	54.53%	MAM01399;MAM01396;MAM02554;MAM01397;MAM02049;MAM03109;MAM01821;MAM02040;MAM01595;MAM02039	Acyl-CoA hydrolysis
prerank	Formation and hydrolysis of cholesterol esters	0.30650049194405105	0.8875674338078502	0.757	1.0	1.0	37/65	50.47%	MAM01773;MAM02457;MAM02053;MAM02613;MAM00003;MAM02675;MAM00135;MAM00104;MAM01362;MAM01291;MAM02387;MAM01696;MAM00008;MAM01504;MAM01432;MAM00019;MAM01689;MAM02938;MAM00128;MAM00115;MAM02646;MAM01771;MAM01932;MAM00010;MAM02494;MAM01585;MAM00017;MAM00114;MAM01784;MAM02456;MAM01741;MAM02385;MAM03153;MAM03045;MAM02674;MAM01450;MAM00260	Acyl-CoA hydrolysis
prerank	Pantothenate and CoA biosynthesis	0.35271030503504963	0.8856168845198407	0.6629554655870445	1.0	1.0	6/17	28.33%	MAM01590;MAM01628;MAM01285;MAM01371;MAM01596;MAM02741	Acyl-CoA hydrolysis
prerank	Vitamin A metabolism	0.39558414285002724	0.8821715692165751	0.6566200215285253	1.0	1.0	1/9	1.47%	MAM02838	Acyl-CoA hydrolysis
prerank	Fatty acid oxidation	0.2938985089248899	0.87148080812845	0.84	1.0	1.0	28/102	29.60%	MAM03884;MAM03706;MAM02746;MAM03217;MAM03575;MAM01773;MAM02444;MAM01802;MAM03495;MAM02675;MAM02943;MAM01371;MAM03201;MAM03260;MAM03204;MAM03103;MAM03102;MAM02766;MAM03219;MAM03765;MAM02940;MAM03490;MAM01596;MAM00403;MAM02554;MAM00105;MAM01306;MAM03654	Acyl-CoA hydrolysis
prerank	Ascorbate and aldarate metabolism	0.34202664478650663	0.8623694046846128	0.706060606060606	1.0	1.0	12/17	62.20%	MAM02631;MAM02554;MAM02661;MAM02992;MAM01368;MAM02027;MAM01655;MAM02040;MAM02039;MAM01681;MAM02041;MAM02026	Acyl-CoA hydrolysis
prerank	Phosphatidylinositol phosphate metabolism	0.40007605675897784	0.8563278552915744	0.688470066518847	1.0	1.0	6/7	54.53%	MAM01285;MAM01371;MAM02750;MAM02171;MAM02040;MAM02039	Acyl-CoA hydrolysis
