Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
prerank	Beta oxidation of branched-chain fatty acids (mitochondrial)	0.4709474808743672	1.0128576951083204	0.45183887915936954	1.0	1.0	1/6	4.60%	MAM01802
prerank	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	0.4709474808743672	1.0128576951083204	0.45183887915936954	1.0	1.0	1/6	4.60%	MAM01802
prerank	Beta oxidation of odd-chain fatty acids (mitochondrial)	0.4709474808743672	1.0128576951083204	0.45183887915936954	1.0	1.0	1/6	4.60%	MAM01802
prerank	Heme degradation	-0.36175014063001865	-0.9970884004291897	0.4625322997416021	1.0	0.996	7/13	24.20%	MAM01399;MAM01397;MAM02049;MAM03109;MAM01821;MAM01595;MAM02039
prerank	Carnitine shuttle (peroxisomal)	0.4711207550402971	0.9968906282206808	0.48398576512455516	1.0	1.0	1/6	3.27%	MAM02444
prerank	Lysine metabolism	0.2914872133185448	0.9951723692868519	0.44201680672268906	1.0	1.0	19/33	36.07%	MAM02426;MAM01802;MAM02943;MAM01986;MAM01252;MAM03257;MAM02554;MAM01306;MAM03615;MAM02868;MAM02877;MAM02040;MAM02413;MAM03410;MAM03401;MAM02041;MAM02322;MAM02630;MAM03681
prerank	Vitamin E metabolism	-0.27657300693190123	-0.9855650616497512	0.45918367346938777	1.0	0.996	8/27	25.47%	MAM01371;MAM01923;MAM03103;MAM02714;MAM03109;MAM02039;MAM01334;MAM02759
prerank	Folate metabolism	-0.2651464218254598	-0.970584028641784	0.5	1.0	0.997	7/33	13.07%	MAM10011;MAM02980;MAM01830;MAM01371;MAM02578;MAM01596;MAM01045
prerank	Glycolysis / Gluconeogenesis	0.2912519007299119	0.9643250541829272	0.5373134328358209	1.0	1.0	17/31	39.87%	MAM01802;MAM01285;MAM01252;MAM02696;MAM01690;MAM02554;MAM01249;MAM02914;MAM02040;MAM03130;MAM01841;MAM02041;MAM01965;MAM02630;MAM02403;MAM02751;MAM01597
prerank	Carnitine shuttle (endoplasmic reticular)	0.3431889928361177	0.9610133469871377	0.4912891986062718	1.0	1.0	2/15	3.33%	MAM02444;MAM01773
prerank	Pentose and glucuronate interconversions	0.32126743165862515	0.9528799667770846	0.5264084507042254	1.0	1.0	6/20	16.07%	MAM01285;MAM03114;MAM02337;MAM01758;MAM02554;MAM03155
prerank	Thiamine metabolism	-0.3819285652363036	-0.9483261158186898	0.49878934624697335	1.0	0.998	2/9	5.93%	MAM02983;MAM01371
prerank	Acylglycerides metabolism	-0.30056591018710577	-0.9436023536388445	0.5263157894736842	1.0	0.998	4/18	8.13%	MAM01569;MAM02956;MAM01371;MAM00234
prerank	Beta oxidation of poly-unsaturated fatty acids (mitochondrial)	0.402729401074265	0.9368197863858283	0.5151515151515151	1.0	1.0	5/8	39.87%	MAM02554;MAM02040;MAM02041;MAM02630;MAM01597
prerank	Nicotinate and nicotinamide metabolism	-0.2639514253584261	-0.9318439570717406	0.5764411027568922	1.0	0.999	6/28	10.80%	MAM02822;MAM01371;MAM02578;MAM02585;MAM02583;MAM01596
prerank	Fatty acid biosynthesis (even-chain)	0.37564010449635493	0.923051387394531	0.5749128919860628	1.0	1.0	4/9	19.53%	MAM02444;MAM01285;MAM02554;MAM02046
prerank	Purine metabolism	0.2337298863461133	0.9122240621472737	0.6211180124223602	1.0	1.0	16/64	18.33%	MAM01962;MAM02806;MAM01313;MAM01280;MAM01285;MAM01986;MAM03114;MAM03123;MAM01975;MAM02696;MAM02034;MAM02554;MAM03121;MAM01669;MAM02159;MAM01304
prerank	Pantothenate and CoA biosynthesis	-0.29279067862562597	-0.9106050500015817	0.5366430260047281	1.0	0.999	7/17	25.47%	MAM01590;MAM01371;MAM01596;MAM02741;MAM02039;MAM01334;MAM02759
prerank	Arginine and proline metabolism	0.23175135505251945	0.9065637601656202	0.6115214180206795	1.0	1.0	18/65	19.60%	MAM02870;MAM01802;MAM01365;MAM02943;MAM01285;MAM01986;MAM01252;MAM02497;MAM01975;MAM03102;MAM02812;MAM02554;MAM02880;MAM01306;MAM03121;MAM02633;MAM02046;MAM02546
prerank	Carnitine shuttle (mitochondrial)	0.30027220404892807	0.9033170794116369	0.5866209262435678	1.0	1.0	2/19	3.33%	MAM02444;MAM01773
prerank	Ether lipid metabolism	-0.3553150252152739	-0.9020221955191885	0.5782608695652174	1.0	1.0	2/9	6.80%	MAM01590;MAM00626
prerank	Carnitine shuttle (cytosolic)	0.3033367967313515	0.8940464647888449	0.5799319727891157	1.0	1.0	2/18	3.33%	MAM02444;MAM01773
prerank	Fatty acid elongation (even-chain)	0.3811326692808956	0.8846242570706705	0.6305506216696269	1.0	1.0	2/8	3.33%	MAM02444;MAM01773
prerank	Biopterin metabolism	0.30894491799451285	0.8836517170301386	0.6267361111111112	1.0	1.0	5/16	19.27%	MAM01115;MAM03089;MAM02034;MAM02554;MAM01704
prerank	Porphyrin metabolism	-0.26650025016744944	-0.8785511633168823	0.6418269230769231	1.0	1.0	11/24	24.20%	MAM01399;MAM03125;MAM02578;MAM01596;MAM02756;MAM02049;MAM01821;MAM01605;MAM01655;MAM01604;MAM02039
prerank	Cholesterol biosynthesis 3 (Kandustch-Russell pathway)	-0.35895785777219763	-0.8668190787731954	0.6438053097345132	1.0	1.0	4/8	24.20%	MAM02343;MAM01596;MAM02336;MAM02039
prerank	Eicosanoid metabolism	0.2479637548629024	0.8655867232444736	0.6645865834633385	1.0	1.0	7/37	15.33%	MAM00380;MAM01892;MAM02786;MAM01986;MAM02785;MAM02995;MAM02554
prerank	Amino sugar and nucleotide sugar metabolism	-0.23988461992428428	-0.8611768514668936	0.6658415841584159	1.0	1.0	10/33	18.07%	MAM01371;MAM02578;MAM02193;MAM01438;MAM01592;MAM01596;MAM00771;MAM02524;MAM03109;MAM02527
prerank	Drug metabolism	-0.16952147448775198	-0.8563762077565216	0.8740740740740741	0.9857138312163468	1.0	48/175	24.27%	MAM03737;MAM03917;MAM03920;MAM03526;MAM03302;MAM03911;MAM03770;MAM01817;MAM01371;MAM03120;MAM03549;MAM03299;MAM03515;MAM03280;MAM03307;MAM01894;MAM03269;MAM01596;MAM04007;MAM03237;MAM03783;MAM03306;MAM03223;MAM03582;MAM04001;MAM03240;MAM03229;MAM03109;MAM03424;MAM01442;MAM03199;MAM03687;MAM03784;MAM01902;MAM03800;MAM03735;MAM03728;MAM03183;MAM03430;MAM03731;MAM03241;MAM03426;MAM03518;MAM03308;MAM03959;MAM03294;MAM02039;MAM01334
prerank	Glucocorticoid biosynthesis	0.3089915149201112	0.8428431033475972	0.6589698046181173	1.0	1.0	4/14	15.33%	MAM01615;MAM00971;MAM01252;MAM02554
prerank	Phenylalanine, tyrosine and tryptophan biosynthesis	0.20409327252402315	0.8402987061463831	0.7631578947368421	1.0	1.0	15/90	12.27%	MAM02174;MAM00727;MAM01802;MAM00788;MAM03101;MAM00830;MAM01628;MAM02354;MAM03052;MAM01986;MAM03089;MAM01342;MAM01975;MAM00734;MAM03102
prerank	Glycosphingolipid biosynthesis-globo series	-0.30732214221137927	-0.8308626276370893	0.6768867924528302	1.0	1.0	5/11	30.20%	MAM01590;MAM01592;MAM02039;MAM01959;MAM03131
prerank	Fatty acid elongation (odd-chain)	0.38217266150559226	0.8306585352371896	0.6654676258992805	1.0	1.0	2/6	15.33%	MAM02444;MAM02554
prerank	Fatty acid biosynthesis (unsaturated)	0.38217266150559226	0.8306585352371896	0.6654676258992805	1.0	1.0	2/6	15.33%	MAM02444;MAM02554
prerank	Leukotriene metabolism	0.2636279286922721	0.8270074154076125	0.7175697865353038	1.0	1.0	4/25	15.33%	MAM02364;MAM01802;MAM01986;MAM02554
prerank	Vitamin B6 metabolism	-0.2922758924611556	-0.8206380889343623	0.7156398104265402	0.9965032352817912	1.0	3/13	11.27%	MAM01371;MAM02578;MAM02813
prerank	Pentose phosphate pathway	0.2611464440655312	0.8155939878853277	0.6979522184300341	1.0	1.0	6/22	21.20%	MAM02806;MAM01285;MAM01986;MAM02554;MAM01672;MAM01249
prerank	Propanoate metabolism	0.2628631018941993	0.8108957344644704	0.7461928934010152	1.0	1.0	9/22	29.00%	MAM02444;MAM01802;MAM01285;MAM02554;MAM02633;MAM01256;MAM03190;MAM02040;MAM02142
prerank	Bile acid biosynthesis	0.1955638503712449	0.8104420249715146	0.8188405797101449	1.0	1.0	17/97	15.40%	MAM00610;MAM02965;MAM03962;MAM01802;MAM03963;MAM03587;MAM00619;MAM01628;MAM01285;MAM01093;MAM01986;MAM10023;MAM03644;MAM03206;MAM02962;MAM02554;MAM10025
prerank	Vitamin B2 metabolism	0.40132934575257145	0.8099622108332031	0.7155635062611807	1.0	1.0	1/5	4.60%	MAM01802
prerank	CoA synthesis	-0.3148946296653773	-0.8043431924718432	0.7082352941176471	0.9983306737087876	1.0	5/10	25.47%	MAM01371;MAM02741;MAM02039;MAM01334;MAM02759
prerank	Linoleate metabolism	-0.2628619991910325	-0.8023342428789022	0.7266009852216748	0.9717094118043108	1.0	3/17	7.80%	MAM00305;MAM02387;MAM02614
prerank	Fatty acid desaturation (even-chain)	0.4190005641218508	0.7902578956327017	0.7271028037383177	1.0	1.0	3/4	35.67%	MAM02554;MAM02040;MAM02630
prerank	Fatty acid desaturation (odd-chain)	0.4190005641218508	0.7902578956327017	0.7271028037383177	1.0	1.0	3/4	35.67%	MAM02554;MAM02040;MAM02630
prerank	Starch and sucrose metabolism	-0.21885623549847305	-0.7826503504364263	0.8029925187032418	0.979373718645228	1.0	11/30	29.27%	MAM02452;MAM02449;MAM02445;MAM03109;MAM01967;MAM02448;MAM02039;MAM02937;MAM03622;MAM02446;MAM01992
prerank	Omega-3 fatty acid metabolism	0.25848068307467	0.7777413053865064	0.7885906040268457	1.0	1.0	4/19	15.33%	MAM01039;MAM02444;MAM00028;MAM02554
prerank	Heme synthesis	-0.35245823475394605	-0.7765840466078994	0.7186813186813187	0.9606679524320603	1.0	3/6	24.20%	MAM02049;MAM01821;MAM02039
prerank	Retinol metabolism	0.2534365972372694	0.7765391041332814	0.7717569786535303	1.0	1.0	4/21	15.33%	MAM02838;MAM01802;MAM01006;MAM02554
prerank	Fatty acid oxidation	0.18170784693255612	0.770773178014963	0.8955882352941177	1.0	1.0	17/102	18.47%	MAM03884;MAM03217;MAM03575;MAM02444;MAM01773;MAM01802;MAM03495;MAM02943;MAM03201;MAM03260;MAM03204;MAM03102;MAM03765;MAM02554;MAM01306;MAM03654;MAM00128
prerank	Steroid metabolism	0.1978975419564033	0.7645466333598453	0.8712121212121212	1.0	1.0	9/64	10.07%	MAM01615;MAM01338;MAM00580;MAM01309;MAM00971;MAM00807;MAM01396;MAM03052;MAM01788
prerank	Oxidative phosphorylation	0.286031342126312	0.7572426744983742	0.7973199329983249	1.0	1.0	3/13	12.27%	MAM01802;MAM01285;MAM03102
prerank	Phosphatidylinositol phosphate metabolism	0.32703387384065463	0.7541156357181215	0.770293609671848	1.0	1.0	4/7	28.93%	MAM01285;MAM02750;MAM02171;MAM02040
prerank	Pyrimidine metabolism	0.1970608236585055	0.7536029144003658	0.8688271604938271	1.0	1.0	17/59	23.33%	MAM01705;MAM02806;MAM00922;MAM01285;MAM03114;MAM03123;MAM01975;MAM02696;MAM03102;MAM02034;MAM02554;MAM02579;MAM02046;MAM01672;MAM01052;MAM03108;MAM01307
prerank	Ascorbate and aldarate metabolism	-0.24580885276730094	-0.7534104353979462	0.8159806295399515	0.9695625976764767	1.0	6/17	25.27%	MAM02631;MAM02992;MAM02027;MAM01655;MAM02039;MAM01681
prerank	Glycosphingolipid metabolism	-0.23190301611506178	-0.7521885912245732	0.8138297872340425	0.9451525750458135	1.0	4/22	11.80%	MAM01430;MAM02015;MAM01659;MAM02738
prerank	Fructose and mannose metabolism	0.2552689181160702	0.7502971508907171	0.7953795379537953	1.0	1.0	4/17	15.33%	MAM01285;MAM01159;MAM02034;MAM02554
prerank	Metabolism of other amino acids	0.2331605604502194	0.7470019114163858	0.8186440677966101	1.0	1.0	9/26	28.93%	MAM01638;MAM01101;MAM01285;MAM01073;MAM02554;MAM01307;MAM02157;MAM02877;MAM02040
prerank	Fatty acid biosynthesis	0.24840415184017647	0.7190185779030394	0.8327402135231317	1.0	1.0	2/18	3.33%	MAM02444;MAM01773
prerank	Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)	0.32431096282422106	0.7189501986190904	0.8366247755834829	1.0	1.0	4/7	39.87%	MAM02040;MAM02041;MAM02630;MAM01597
prerank	Beta oxidation of odd-chain fatty acids (peroxisomal)	0.32431096282422106	0.7189501986190904	0.8366247755834829	1.0	1.0	4/7	39.87%	MAM02040;MAM02041;MAM02630;MAM01597
prerank	Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal)	0.32431096282422106	0.7189501986190904	0.8366247755834829	1.0	1.0	4/7	39.87%	MAM02040;MAM02041;MAM02630;MAM01597
prerank	Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)	0.32431096282422106	0.7189501986190904	0.8366247755834829	1.0	1.0	4/7	39.87%	MAM02040;MAM02041;MAM02630;MAM01597
prerank	Serotonin and melatonin biosynthesis	0.22553973360403667	0.7140484539486834	0.868421052631579	1.0	1.0	12/23	39.87%	MAM03089;MAM02554;MAM01113;MAM01839;MAM02877;MAM02040;MAM01161;MAM02041;MAM02460;MAM02630;MAM01107;MAM01597
prerank	Beta-alanine metabolism	-0.21363833488082612	-0.7104342049098017	0.8630490956072352	0.9769773385619049	1.0	5/25	13.00%	MAM02926;MAM01371;MAM02578;MAM01596;MAM02923
prerank	Sulfur metabolism	0.2539621090932692	0.7104267553202708	0.8605042016806723	1.0	1.0	5/16	28.93%	MAM01115;MAM02880;MAM01306;MAM02877;MAM02040
prerank	Beta oxidation of even-chain fatty acids (peroxisomal)	-0.27530899659550234	-0.71005228373257	0.8360655737704918	0.9523418455802798	1.0	1/10	1.67%	MAM00866
prerank	Cysteine and methionine metabolism	0.19116329172313024	0.7050802953872962	0.9262166405023547	1.0	1.0	11/51	19.47%	MAM01115;MAM02534;MAM01628;MAM01280;MAM01252;MAM02133;MAM00816;MAM02554;MAM01306;MAM02579;MAM01629
prerank	Cholesterol biosynthesis 2	0.286782246287123	0.7003362991723731	0.8293577981651377	1.0	1.0	5/9	35.67%	MAM02554;MAM02805;MAM01450;MAM02040;MAM02630
prerank	Phenylalanine metabolism	0.2254236465174318	0.6969858994432384	0.8762886597938144	1.0	1.0	4/22	16.67%	MAM03882;MAM01986;MAM02554;MAM01306
prerank	Protein modification	-0.31143353608692115	-0.6967245131532319	0.82560706401766	0.942560582952042	1.0	3/6	20.53%	MAM01369;MAM01588;MAM01288
prerank	Inositol phosphate metabolism	0.26587639492154364	0.6899413956903809	0.865979381443299	1.0	1.0	7/11	39.13%	MAM01285;MAM02750;MAM02171;MAM02040;MAM02173;MAM02630;MAM02751
prerank	Riboflavin metabolism	0.25601916775832584	0.6886213078857705	0.859375	1.0	1.0	3/13	15.33%	MAM01802;MAM01285;MAM02554
prerank	CoA catabolism	0.36800532650113305	0.6832066880794297	0.8622641509433963	1.0	1.0	3/4	39.87%	MAM02040;MAM02751;MAM01597
