Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
prerank	Glycerophospholipid metabolism	-0.36839446387680536	-1.16121887552719	0.2302771855010661	1.0	0.975	11/33	18.50%	dhap;ach;h2o;ak2lgchol_hs;nadp;dag_hs;acald;ahcys;adp;ac;pglyc_hs
prerank	Transport, nuclear	0.37308211439720157	1.1534996776330035	0.25260960334029225	1.0	0.982	12/27	24.72%	cytd;nad;o2s;ctp;chol;dttp;idp;coa;gmp;itp;h2o2;duri
prerank	Inositol phosphate metabolism	-0.5119581140539102	-1.1265866598231669	0.2987551867219917	1.0	0.985	5/8	28.55%	h2o;dag_hs;adp;o2;h
prerank	CoA synthesis	-0.4163586005336468	-1.1187860651368937	0.2993762993762994	1.0	0.985	3/16	4.47%	pan4p;ptth;h2o
prerank	Transport, endoplasmic reticular	-0.2980292306743909	-1.0958427478312054	0.2630480167014614	1.0	0.991	17/69	17.38%	prostgi2;leuktrA4;andrstrn;h2o;nadp;estradiolglc;for;dag_hs;acald;hdca;ahcys;13_cis_retnglc;arachd;tststeroneglc;glc_D;adp;cholate
prerank		0.24914837192740488	1.0722889236316302	0.2465483234714004	1.0	0.992	97/257	30.46%	cytd;4hmdgluc;1531tacr;dha;dopa;ahdt;1513tacr;HC01700;atvacid;2hatvacid;thrfvs;s3meacmp;dheas;ttdca;ins;nad;nac;4mop;1331tacr;estrones;gal;udp;pvsgluc;4nph;14hmdz;crvsm1;am4n9cs;met_L;his_L;3hpvs;fad;ctp;fald;c10crn;ddeccrn;amp;4hatvacid;asn_L;dttp;6bhglzglc;ndersv;3ispvs;lstnm4;HC01440;ptvst;lstnm7;crn;tmd;tchola;cysacmp;idp;6hmsmvacid;coa;chsterol;cit;6melvst;co2;arach;itp;q10h2;crvsm23;lcts;desfvs;7bhglzglc;6csmvacid;3hlvstacid;glu_L;acmp;6hsmvacid;pyr;h2o2;ppa;12htacr;4bhglz;xmp;ps_hs;ptvstm3;mhglz;fum;lstn1gluc;am1cglc;lvstacid;dcmp;caribup_s;5ohfvsglu;am1a4ncs;csa;retinal;arachcoa;malcoa;5ohfvs;lgnc;hdcea;oxy1rb;4abut;1ohmdz;gsn
prerank	CoA catabolism	-0.4268165745404595	-1.0380341506949124	0.402020202020202	1.0	0.997	3/11	4.47%	pan4p;ptth;h2o
prerank	Steroid metabolism	-0.3270039689394033	-1.025873577269675	0.4078674948240166	1.0	0.997	7/32	11.32%	andrstrn;aprgstrn;h2o;nadp;estradiolglc;for;acald
prerank	Folate metabolism	-0.3849703949135105	-1.0247891393653747	0.4109311740890688	1.0	0.997	4/15	9.73%	h2o;nadp;fol;for
prerank	Phosphatidylinositol phosphate metabolism	-0.4157814805210318	-1.0227517895188176	0.4662576687116564	1.0	0.997	5/12	18.02%	h2o;dag_hs;hdca;adp;ac
prerank	N-glycan synthesis	0.38713341945549595	1.0080442425868041	0.46108949416342415	1.0	0.999	5/14	15.15%	cmp;udp;ctp;n2m2nmasn;udpg
prerank	Miscellaneous	0.31566703656869805	1.0009090064549044	0.4798387096774194	1.0	0.999	8/33	11.16%	cynt;so3;CE4881;fe3;nad;udp;CE2011;fald
prerank	Biotin metabolism	-0.4442568398347658	-0.989874530544022	0.47023809523809523	1.0	0.998	5/8	29.67%	h2o;lys_L;btn;h;biocyt
prerank	Vitamin A metabolism	-0.34211877394745305	-0.9780732470901249	0.4745762711864407	1.0	0.998	6/21	12.44%	retfa;h2o;nadp;11_cis_retfa;9_cis_retfa;13_cis_retnglc
prerank	Propanoate metabolism	0.36296905600457396	0.9737249345576112	0.47338403041825095	1.0	1.0	8/16	27.91%	nad;fad;amp;coa;acetone;co2;ppa;acac
prerank	Eicosanoid metabolism	-0.32349215239480567	-0.9658448074856045	0.4849699398797595	1.0	0.998	10/28	16.27%	prostgi2;leuktrA4;h2o;HC02202;nadp;prostgd2;HC02205;arachd;leuktrE4;prostge2
prerank	Androgen and estrogen synthesis and metabolism	-0.533524684589434	-0.965833711128904	0.5404339250493096	1.0	0.998	3/4	28.55%	h2o;so4;h
prerank	O-glycan synthesis	0.5689095625398471	0.945654325037063	0.592741935483871	1.0	1.0	2/3	26.32%	udp;udpgal
prerank	Vitamin C metabolism	-0.4147816117485962	-0.9452148365992749	0.5278350515463918	1.0	1.0	2/9	5.26%	h2o;nadp
prerank	D-alanine metabolism	-0.4494946308799283	-0.9440321896897241	0.5372233400402414	1.0	1.0	4/7	28.55%	h2o;nh4;o2;h
prerank	Transport, extracellular	-0.2128777251748279	-0.9422982332447242	0.7	1.0	1.0	49/371	12.28%	prostgi2;leuleu;pan4p;alaala;retfa;lac_D;ach;leuktrA4;andrstrn;aprgstrn;ptth;dca;glygly;hista;h2o;4nphsf;HC02202;pydam;ak2lgchol_hs;estradiolglc;strdnc;cl;fe2;ura;fol;pydxn;C02470;val_L;11_cis_retfa;9_cis_retfa;leugly;34dhphe;glypro;ocdca;but;prostgd2;HC02205;for;appnn;Lcystin;dag_hs;htaxol;dopasf;4mtolbutamide;acald;glyleu;csn;hdca;ahcys
prerank	Keratan sulfate degradation	0.4422251162215488	0.9360213686643906	0.5496031746031746	1.0	1.0	3/7	13.24%	gal;udp;acgam
prerank	Transport, peroxisomal	0.2803829674210843	0.923700386556858	0.6	1.0	1.0	11/39	19.46%	nad;asp_D;lac_L;o2s;fad;amp;gchola;crn;tchola;coa;co2
prerank	Oxidative phosphorylation	-0.3583743968937277	-0.9223429430438157	0.5481927710843374	1.0	1.0	2/13	4.47%	dhap;h2o
prerank	N-glycan degradation	0.4704705341581123	0.903966542902461	0.6075949367088608	1.0	1.0	3/6	13.24%	gal;n2m2nmasn;acgam
prerank	Glycosphingolipid metabolism	0.4680573972915968	0.8934660376260668	0.5824847250509165	1.0	1.0	3/5	26.32%	udp;crm_hs;udpgal
prerank	Nucleotide interconversion	0.25452165702345325	0.8882960922228529	0.6757322175732218	1.0	1.0	18/52	27.27%	cytd;nad;cmp;udp;ctp;amp;dttp;idp;gmp;itp;ade;gdp;glu_L;h2o2;xmp;duri;fum;dcmp
prerank	Tryptophan metabolism	-0.3108687652721228	-0.8843361868005467	0.650294695481336	1.0	1.0	4/21	9.73%	h2o;nadp;C02470;for
prerank	Bile acid synthesis	0.27700464627165333	0.875013456141525	0.6942148760330579	1.0	1.0	12/32	24.40%	nad;fad;amp;gchola;tchola;CE5560;coa;chsterol;gmp;h2o2;ppa;xmp
prerank	Tetrahydrobiopterin metabolism	0.33941565058227424	0.8719495546668019	0.6402321083172147	1.0	1.0	3/13	8.29%	ahdt;nad;5mthf
prerank	Tyrosine metabolism	-0.2689165199089336	-0.8605129146772921	0.7067209775967414	1.0	1.0	15/35	28.87%	h2o;nadp;34dhphe;for;dopasf;ahcys;triodthy;dhdascb;tyr_L;nh4;mepi;so4;o2;h;34hpp
prerank	beta-Alanine metabolism	0.30153162565286024	0.8440461091759743	0.6960985626283368	1.0	1.0	7/19	24.88%	nad;his_L;amp;co2;glu_L;h2o2;ala_B
prerank	Fructose and mannose metabolism	-0.2960502438719568	-0.8431844058387676	0.6945525291828794	1.0	1.0	3/20	5.26%	dhap;h2o;nadp
prerank	Heme synthesis	-0.35081947325780233	-0.8415264396112329	0.6814516129032258	1.0	1.0	6/10	28.55%	h2o;fe2;dhdascb;nh4;o2;h
prerank	Thiamine metabolism	-0.3694429700929531	-0.8412249962334781	0.6849593495934959	1.0	1.0	5/9	28.55%	h2o;adp;thmmp;thmtp;h
prerank	NAD metabolism	0.29995840214396224	0.8411913007187616	0.710691823899371	1.0	1.0	5/20	13.88%	adprbp;nad;nac;amp;ncam
prerank	Galactose metabolism	-0.3128351311721177	-0.8391793001927793	0.6938369781312127	1.0	1.0	6/17	20.73%	dhap;h2o;g1p;glc_D;adp;fru
prerank	Glycolysis/gluconeogenesis	0.26606487074144486	0.8323148433237391	0.7321428571428571	1.0	1.0	13/32	23.76%	nad;lac_L;udp;fad;ctp;amp;idp;coa;co2;itp;gdp;pyr;h2o2
prerank	Valine, leucine, and isoleucine metabolism	0.2843151894019988	0.8233339609340595	0.7058823529411765	1.0	1.0	8/23	22.81%	nad;4mop;fad;succ;coa;co2;q10h2;glu_L
prerank	Citric acid cycle	0.28934954049211425	0.8218129898395075	0.7305502846299811	1.0	1.0	10/21	26.48%	nad;fad;succ;coa;cit;co2;gdp;glu_L;pyr;fum
prerank	Vitamin B2 metabolism	0.3126233296334274	0.8191527971906689	0.7034883720930233	1.0	1.0	4/14	12.76%	fe3;nad;fad;amp
prerank	Fatty acid oxidation	0.2132000177109534	0.8174626420006115	0.8466257668711656	1.0	1.0	28/96	23.76%	leuktrD4;ttdca;3hexdcrn;nad;eicostet;c5dc;3thexddcoacrn;fad;c10crn;3octdece1crn;3deccrn;ddeccrn;amp;succ;elaid;crn;coa;decdicrn;chsterol;clpnd;co2;arach;ddece1crn;q10h2;nrvnc;glu_L;3octdeccrn;h2o2
prerank	Starch and sucrose metabolism	-0.28410119373261283	-0.8118417556513137	0.7766179540709812	1.0	1.0	8/24	20.57%	h2o;malthx;maltttr;g1p;glc_D;strch2;glygn4;maltpt
prerank	Ubiquinone synthesis	-0.3065489919620686	-0.8047517523399885	0.7479508196721312	1.0	1.0	3/13	12.28%	h2o;nadp;ahcys
prerank	Butanoate metabolism	0.4017925485328342	0.7995817165498434	0.7208835341365462	1.0	1.0	2/6	10.53%	nad;fad
prerank	Glycine, serine, alanine and threonine metabolism	0.27003127128022825	0.7985863222488644	0.7841140529531568	1.0	1.0	10/26	23.76%	nad;met_L;fad;fald;chol;coa;co2;glu_L;pyr;h2o2
prerank	Fatty acid synthesis	-0.3024834258777598	-0.7715154257202165	0.7886178861788617	1.0	1.0	2/14	5.26%	h2o;nadp
prerank	Dietary fiber binding	-0.32189470891307037	-0.7700071132333874	0.7941787941787942	1.0	1.0	3/11	16.43%	gumgchol;psylchol;psyltchol
prerank	R group synthesis	-0.3867935787025645	-0.7600240896862781	0.7721021611001965	1.0	1.0	1/5	4.47%	h2o
prerank	Lysine metabolism	-0.3079457764035898	-0.7545505320034498	0.80859375	1.0	1.0	2/12	5.26%	h2o;nadp
prerank	Hyaluronan metabolism	-0.361838783403893	-0.7395957893876246	0.7771084337349398	1.0	1.0	3/6	19.62%	h2o;ha_pre1;ha
prerank	Cholesterol metabolism	-0.2664432044885412	-0.7360798681655176	0.8282828282828283	1.0	1.0	5/17	18.34%	h2o;nadp;for;adp;xolest2_hs
prerank	Alanine and aspartate metabolism	0.2517238759400442	0.732482832393886	0.8380566801619433	1.0	1.0	8/23	26.48%	asp_D;amp;asn_L;coa;glu_L;pyr;h2o2;fum
prerank	Methionine and cysteine metabolism	0.22051910219643636	0.7170557830787808	0.9201596806387226	1.0	1.0	4/34	9.73%	so3;nad;5mthf;met_L
prerank	Cysteine Metabolism	0.34329745475431384	0.7164063456587343	0.8360323886639676	1.0	1.0	1/7	2.23%	so3
prerank	ROS detoxification	-0.3638776947702971	-0.698746010196972	0.8279352226720648	1.0	1.0	1/5	4.47%	h2o
prerank	Phenylalanine metabolism	-0.25761275282753815	-0.6960283125952376	0.884990253411306	1.0	1.0	2/16	5.26%	h2o;nadp
prerank	Nucleotide salvage pathway	-0.30405527370081353	-0.6681847088578566	0.8582375478927203	1.0	1.0	3/8	22.65%	imp;gua;hxan
prerank	Purine catabolism	0.21702599868857964	0.6671751376825843	0.9260042283298098	1.0	1.0	7/29	20.10%	ins;nad;amp;idp;gmp;itp;ade
prerank	Glutamate metabolism	-0.2391366930577959	-0.6664297156902533	0.9100204498977505	1.0	1.0	5/20	21.37%	h2o;nadp;adp;hco3;nh4
prerank	Sphingolipid metabolism	-0.20318138963825383	-0.6613207571179921	0.9516129032258065	1.0	1.0	13/37	26.63%	h2o;nadp;dag_hs;hdca;ahcys;glc_D;adp;spc_hs;sphs1p;galside_hs;digalsgalside_hs;so4;o2
prerank	Transport, lysosomal	0.2094918144600587	0.6567157204283894	0.9468503937007874	1.0	1.0	7/33	17.54%	gal;udp;fald;n2m2nmasn;acgam;coa;chsterol
prerank	Histidine metabolism	0.2533301974784803	0.6544099592425444	0.9205702647657841	1.0	1.0	7/15	23.76%	nad;3mlda;his_L;coa;co2;glu_L;h2o2
prerank	Transport, mitochondrial	-0.16840907696864557	-0.6496946951006133	0.9959514170040485	1.0	1.0	27/100	26.79%	dhap;ptth;h2o;fe2;fol;val_L;but;for;acald;dtmp;ahcys;c8crn;adp;tcynt;hco3;ac;lys_L;tyr_L;sarcs;nh4;q10;thym;glyb;thmmp;so4;o2;glyc
prerank	Pyrimidine catabolism	0.19969478861168646	0.6457236394362708	0.9742489270386266	0.9829126976333105	1.0	10/36	24.88%	cytd;nad;cmp;ctp;dttp;co2;glu_L;pyr;duri;ala_B
prerank	Squalene and cholesterol synthesis	-0.2884118253702547	-0.6377785400285089	0.9184100418410042	1.0	1.0	2/8	16.91%	nadp;adp
prerank	Arginine and Proline Metabolism	-0.20717543283107448	-0.6290326840661342	0.9608938547486033	1.0	1.0	3/27	9.73%	h2o;nadp;for
prerank	Triacylglycerol synthesis	-0.2524489519851376	-0.6182411747054805	0.9267782426778243	1.0	1.0	2/12	10.21%	h2o;dag_hs
prerank	Pyrimidine synthesis	-0.20135168398017794	-0.6110117197781623	0.974	1.0	1.0	6/26	22.33%	h2o;dtmp;adp;hco3;q10;orot
prerank	Urea cycle	-0.19414219159622498	-0.6089839400241454	0.9808795411089866	0.9898165858058096	1.0	6/32	21.37%	h2o;nadp;ahcys;adp;sarcs;nh4
prerank	Transport, golgi apparatus	0.18089720351634456	0.5782144293506091	0.9899396378269618	0.9939661340329121	1.0	21/35	43.86%	cmp;chol;gmp;gdp;crm_hs;udpgal;ump;galfucgalacglcgal14acglcgalgluside_hs;fucacgalfucgalacglcgalgluside_hs;galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs;fucacngal14acglcgalgluside_hs;fuc14galacglcgalgluside_hs;fucfucfucgalacglcgal14acglcgalgluside_hs;acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs;fucgalfucgalacglcgalgluside_hs;fuc13galacglcgal14acglcgalgluside_hs;galfuc12gal14acglcgalgluside_hs;galacglcgalgbside_hs;fucgalgbside_hs;galgalgalthcrm_hs;fucgal14acglcgalgluside_hs
prerank	Purine synthesis	-0.19846026734467764	-0.5664273756146155	0.9715447154471545	0.9905137647520289	1.0	2/20	8.61%	h2o;imp
prerank	C5-branched dibasic acid metabolism	0.2702093790754288	0.544326050938362	0.9488636363636364	0.9780421072157299	1.0	2/6	21.21%	coa;gdp
prerank	Glutathione metabolism	-0.1622121996165347	-0.4265727704724352	0.9979879275653923	0.9980640044784475	1.0	1/16	4.47%	h2o
prerank	Glycolysis/gluconeogenesis	0.4609010797732158	1.4188357492158392	0.049484536082474224	1.0	0.718	8/32	9.41%	idp;nad;dgtp;lac_L;pyr;fad;adp;coa
prerank	Citric acid cycle	0.5089804808981959	1.3904003161137974	0.0778688524590164	1.0	0.769	8/21	17.22%	nad;pyr;fad;adp;coa;ala_L;fum;h
prerank	Keratan sulfate synthesis	0.7704654895666131	1.3620827570206353	0.11608961303462322	1.0	0.807	4/4	23.44%	cmp;h;udpgal;udp
prerank	Squalene and cholesterol synthesis	0.602556062258834	1.28190137443965	0.18072289156626506	1.0	0.891	4/8	17.22%	chsterol;adp;coa;h
prerank	O-glycan synthesis	0.7692307692307692	1.2489786949009904	0.20486815415821502	1.0	0.921	3/3	23.44%	h;udpgal;udp
prerank	Sphingolipid metabolism	0.39833901487827567	1.2380351578149382	0.15885947046843177	1.0	0.93	11/37	18.98%	cmp;nad;fad;adp;coa;Rtotal;gal;ahcys;h;udpgal;crm_hs
prerank	Taurine and hypotaurine metabolism	0.5487341072952494	1.2021455599341673	0.2618110236220472	1.0	0.955	2/9	3.03%	cysam;nad
prerank	Propanoate metabolism	0.46939804758453246	1.1959399967633282	0.2435129740518962	1.0	0.957	6/16	21.85%	nad;fad;adp;coa;h;2hb
prerank	N-glycan synthesis	0.47409840285988325	1.1635165638297842	0.2685370741482966	1.0	0.972	7/14	23.44%	cmp;ump;h;udpgal;n2m2nmasn;ctp;udp
prerank	Pyrimidine catabolism	0.37620920387613155	1.1614510631501624	0.21711899791231734	1.0	0.973	12/36	17.22%	cmp;nad;dgtp;ump;pyr;dcmp;adp;ala_L;cytd;dtmp;ala_B;h
prerank	C5-branched dibasic acid metabolism	0.5814946231550816	1.1553266489932812	0.3135245901639344	1.0	0.974	2/6	9.41%	adp;coa
prerank	Nucleotide interconversion	0.34423096409936804	1.1406304969061256	0.2425531914893617	1.0	0.976	17/52	20.89%	idp;cmp;nad;dgtp;ump;dcmp;adp;cytd;hxan;dtmp;fum;xmp;h;gmp;adn;ctp;dgsn
prerank	Histidine metabolism	-0.454371342244985	-1.1391599733466227	0.288135593220339	1.0	0.979	4/15	9.73%	hista;nh4;h2o;thf
prerank	Cholesterol metabolism	0.4350418290963558	1.1360522446648926	0.2883435582822086	1.0	0.978	5/17	9.41%	chsterol;nad;fad;adp;coa
prerank	Transport, lysosomal	0.374587385288859	1.1341285196956972	0.2682926829268293	1.0	0.978	12/33	23.60%	chsterol;adp;coa;Rtotal;lnlnca;gal;dpcoa;h;meoh;n2m2nmasn;udp;fald
prerank	Transport, nuclear	0.3880338933501364	1.132765925932052	0.2673684210526316	1.0	0.978	7/27	11.48%	idp;nad;dgtp;chol;coa;4abut;cytd
prerank	Valine, leucine, and isoleucine metabolism	0.39609471121735124	1.1025318734424174	0.31771894093686354	1.0	0.982	9/23	24.88%	nad;fad;adp;coa;leu_L;h;3mob;4mop;3aib
prerank	Blood group synthesis	0.3941062740181554	1.1023598007271016	0.30962343096234307	1.0	0.982	7/21	31.74%	cmp;h;udpgal;udp;fucfucfucgalacglcgal14acglcgalgluside_hs;galfuc12gal14acglcgalgluside_hs;acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs
prerank	Fatty acid oxidation	0.29844201666703746	1.1018032315307147	0.24476987447698745	1.0	0.982	16/96	11.96%	chsterol;nad;leuktrD4;arachcoa;malcoa;3deccrn;c5dc;ddece1crn;fad;c10crn;adp;coa;Rtotal;lnlnca;3octdeccrn;octa
prerank	Pyrimidine synthesis	0.3820982708163218	1.0886755070599854	0.3480083857442348	1.0	0.987	8/26	20.73%	dgtp;ump;pyr;adp;prpp;dtmp;h;ctp
prerank	Aminosugar metabolism	0.3854036194212837	1.085959461612059	0.33471933471933474	0.9755746647292823	0.987	10/23	23.44%	idp;nad;pyr;adp;coa;chtn;h;ctp;gam;udp
prerank	Fructose and mannose metabolism	0.3948330060635455	1.0805905756891605	0.3445544554455445	0.94633286486744	0.988	4/20	9.25%	idp;sbt_D;nad;adp
prerank	Vitamin B2 metabolism	0.43250269663937785	1.0706938008754527	0.3603238866396761	0.9344833485277972	0.992	6/14	17.22%	ribflv;nad;fad;adp;fe3;h
prerank	R group synthesis	0.5688919253670152	1.062960324888804	0.43907563025210083	0.9154866124737588	0.992	4/5	17.22%	fad;coa;Rtotal;h
prerank		0.25649041670990974	1.0627032162879124	0.27555555555555555	0.8780083053444813	0.992	75/257	24.72%	4nph;HC01609;idp;6epvs;chsterol;nad;1531tacr;arachcoa;malcoa;dgtp;s3meacmp;phe_L;HC01577;ndersv;2hatvacid;pyr;dcmp;asn_L;nac;fad;c10crn;adp;coa;csa;4abut;3hpvs;Rtotal;leu_L;thrfvs;lnlnca;ala_L;cytd;dopa;ahdt;gal;tchola;12htacr;srtn;HC01440;dha;fum;estrones;smv;ddeccrn;xmp;rsvlac;am1c4n9cs;cl;ahcys;tmd;h;5ohfvs;gthrd;dca;dheas;crglz;ptvst;adn;am4n9cs;ctp;lvstacid;3mob;oxy1rb;5ohfvsglu;retinal;atvacid;acmpglu;6melvst;udp;fald;3ohacmp;lstn1gluc;6hmsmvacid;6melvacid;4mop
prerank	Vitamin D metabolism	-0.5226696097157303	-1.0581758129554268	0.4262295081967213	1.0	0.994	2/7	8.93%	h2o;nadp
prerank	Folate metabolism	-0.4229847063367929	-1.0556554079089042	0.39156626506024095	1.0	0.994	5/15	9.73%	nh4;fol;h2o;nadp;thf
prerank	Oxidative phosphorylation	0.42913890159190415	1.0541677875450204	0.3814229249011858	0.869620066220433	0.996	4/13	17.22%	nad;fad;adp;h
prerank	Transport, endoplasmic reticular	0.2990807834667443	1.0512763007418149	0.3448979591836735	0.8448437296725808	0.996	17/69	18.98%	chsterol;nad;leuktrD4;ump;prostgi2;chol;retn;fad;adp;coa;lnlnca;ebastineoh;ahcys;bilglcur;h;gthrd;crm_hs
prerank	Limonene and pinene degradation	-0.4686274734298499	-1.0402837391464268	0.4277227722772277	1.0	0.995	3/9	8.93%	h2o;appnn;nadp
prerank	Heme degradation	-0.44702925780640623	-1.037517171065025	0.42829076620825146	1.0	0.995	4/11	16.75%	h2o;nadp;fe2;bilirub
prerank	Pentose phosphate pathway	0.3711340116532897	1.0340622530091659	0.4061224489795918	0.8616737554113986	0.996	8/22	17.22%	nad;phe_L;ump;arab_L;rib_D;adp;prpp;h
prerank	Vitamin A metabolism	0.381326539763538	1.0323514198678903	0.405189620758483	0.834615659464996	0.996	7/21	10.37%	retinol_cis_11;retinol_9_cis;nad;retn;retinol;coa;Rtotal
prerank	Fatty acid synthesis	0.4200473864213331	1.028877902837578	0.4279749478079332	0.8159553295456318	0.996	4/14	9.41%	nad;arachcoa;malcoa;coa
prerank	Glycine, serine, alanine and threonine metabolism	-0.36652170684052593	-1.0244777846275352	0.4	1.0	0.996	8/26	14.04%	gly;nh4;h2o;mthgxl;nadp;thf;sarcs;glyb
prerank	Transport, golgi apparatus	0.3286064433179944	1.0221676391530075	0.4171779141104294	0.8056088865597929	0.997	7/35	19.94%	cmp;ump;chol;h;udpgal;crm_hs;gmp
prerank	Glycosphingolipid metabolism	0.5634683092445425	1.0214066742715742	0.46311475409836067	0.781557862965658	0.997	4/5	23.44%	h;udpgal;crm_hs;udp
prerank	Urea cycle	-0.3402680754099497	-1.008950189399692	0.43545279383429675	1.0	0.998	7/32	11.96%	gly;nh4;h2o;nadp;thf;orn;sarcs
prerank	Lysine metabolism	-0.42654318943665914	-1.001300266705072	0.46966731898238745	1.0	0.998	3/12	8.93%	nh4;h2o;nadp
prerank	Glutamate metabolism	0.3690629678672089	1.001174638296068	0.4676113360323887	0.8074902932278889	0.997	7/20	18.18%	nad;pyr;adp;4abut;ala_L;h;gthrd
prerank	Eicosanoid metabolism	0.3383010986093264	0.9992225694483329	0.44989339019189767	0.7884374821798894	0.997	7/28	10.21%	prostge1;leuktrB4;nad;leuktrD4;prostgi2;HC02203;HC02207
prerank	CoA catabolism	0.4281777938444	0.9973210627099053	0.45867768595041325	0.769563822289355	0.997	7/11	17.22%	cysam;ptth;adp;coa;pnto_R;dpcoa;h
prerank	NAD metabolism	0.3622750487398628	0.9947260490841592	0.4537987679671458	0.7539791810580977	0.997	7/20	17.22%	nad;nac;adp;adprbp;prpp;ahcys;h
prerank	Butanoate metabolism	0.49361078691192384	0.9792130317705346	0.48775510204081635	0.7671618642295853	0.997	3/6	17.22%	nad;fad;h
prerank	Ubiquinone synthesis	0.4004005678617953	0.9768669468544038	0.4842105263157895	0.7521600827143812	0.997	4/13	17.22%	nad;coa;ahcys;h
prerank	Vitamin B6 metabolism	0.39751501176764986	0.9712923903568785	0.4871287128712871	0.7450036921464472	0.997	4/13	9.25%	pydx5p;pydxn;pydam;adp
prerank	Bile acid synthesis	0.31908814999258434	0.9688072951731845	0.4924731182795699	0.7313051875115667	0.997	10/32	17.22%	chsterol;HC02192;nad;CE5560;fad;adp;coa;tchola;xmp;h
prerank	Tetrahydrobiopterin metabolism	0.3922980161206253	0.9667969787818466	0.5031712473572939	0.717724684976537	0.997	5/13	17.22%	5mthf;nad;phe_L;ahdt;h
prerank	Cysteine Metabolism	-0.4677936626758835	-0.9666513449517279	0.5122950819672131	1.0	0.999	2/7	5.90%	nh4;h2o
prerank	Pyruvate metabolism	0.3544625605581523	0.9642997219816014	0.5122950819672131	0.7063683280647867	0.997	5/20	9.41%	nad;lac_L;pyr;adp;coa
prerank	Heme synthesis	-0.4230515398744418	-0.9629287790598464	0.5039370078740157	1.0	1.0	3/10	15.95%	nh4;h2o;fe2
prerank	ROS detoxification	-0.518640132010769	-0.9584665100825672	0.5454545454545454	1.0	1.0	1/5	5.90%	h2o
prerank	Transport, peroxisomal	0.3039310757109816	0.9578088861444239	0.5379746835443038	0.7019365903623068	0.998	8/39	12.60%	nad;arachcoa;lac_L;fad;adp;coa;tchola;hxan
prerank	Alanine and aspartate metabolism	0.3427914434722372	0.9544652111098114	0.53125	0.6918168407302749	0.998	7/23	17.22%	ala_D;pyr;asn_L;coa;ala_L;fum;h
prerank	Cytochrome metabolism	0.30820806962366015	0.9215299798970901	0.603411513859275	0.7395466780426643	0.998	8/30	20.10%	4nph;tolbutamide;taxol;hcoumarin;ebastineoh;h;meoh;dmantipyrine
prerank	Phenylalanine metabolism	-0.36034231839614916	-0.9073914191845504	0.5953307392996109	1.0	1.0	4/16	9.25%	nh4;h2o;nadp;tyr_L
prerank	Dietary fiber binding	-0.38606559702270954	-0.8952246861375577	0.5871369294605809	1.0	1.0	2/11	2.23%	psylchol;gltcho
